sprint_id,task_id,developer_id,required_skill,developer_skill_score,experience_years,story_points,task_complexity,priority,current_workload,historical_success_rate,estimated_hours,actual_hours,completed,bugs_found,rework_count,velocity_contribution
23,633,15,devops,0.23,1,8,9,High,0.74,0.42,32,45.6,0,3,1,4
7,634,4,sql,0.62,1,13,10,High,0.68,0.63,52,43.0,1,0,0,13
5,635,12,devops,0.57,8,2,3,Low,0.94,0.75,6,6.8,0,0,0,0
19,636,10,devops,0.4,2,13,10,High,0.86,0.45,39,51.9,0,3,1,0
1,637,9,java,0.22,4,1,3,Medium,0.43,0.63,2,1.7,1,1,1,1
22,638,1,python,0.33,5,3,3,High,0.36,0.7,12,19.2,0,1,0,1
5,639,14,java,0.5,6,13,10,Medium,0.71,0.67,52,51.7,1,2,1,13
2,640,6,testing,0.63,7,5,4,Medium,0.32,0.87,20,13.4,1,1,0,5
21,641,9,spring,0.5,4,2,3,Low,0.64,0.71,6,6.1,1,1,0,2
13,642,7,testing,0.4,5,13,10,Low,0.8,0.75,26,39.6,0,1,0,1
9,643,4,sql,0.62,1,5,5,High,0.66,0.64,20,30.9,0,1,1,0
24,644,10,python,0.47,2,13,10,High,0.93,0.54,39,43.7,0,1,0,10
22,645,2,python,0.53,2,2,1,Critical,0.7,0.58,4,4.6,0,0,0,0
9,646,9,react,0.65,4,2,2,High,0.52,0.76,4,4.1,1,0,0,2
11,647,8,devops,0.5,7,2,1,Medium,0.42,0.86,6,5.6,1,0,0,2
20,648,1,testing,0.84,5,13,10,Critical,0.63,0.89,52,82.0,0,1,1,4
12,649,2,testing,0.31,2,13,10,Medium,0.86,0.46,26,39.8,0,0,0,4
3,650,13,sql,0.52,2,2,4,Critical,0.6,0.65,4,5.5,1,0,0,2
12,651,4,python,0.36,1,13,10,High,0.65,0.49,39,60.2,0,1,1,8
7,652,13,sql,0.52,2,8,10,Low,0.75,0.61,16,23.6,0,3,2,2
15,653,4,devops,0.18,1,8,8,Low,0.78,0.39,32,41.6,0,4,2,2
13,654,15,testing,0.33,1,1,3,High,0.65,0.44,4,6.8,0,1,0,0
1,655,15,sql,0.55,1,3,5,Critical,0.48,0.55,6,5.3,1,1,1,3
10,656,15,devops,0.23,1,2,3,Low,0.89,0.4,4,5.2,0,2,1,1
25,657,9,sql,0.28,4,1,1,Medium,0.72,0.55,4,5.3,0,0,0,0
22,658,7,testing,0.4,5,1,1,Critical,0.83,0.61,4,6.0,0,0,0,0
24,659,11,python,0.58,6,1,3,High,0.57,0.8,2,2.4,0,1,0,0
3,660,1,python,0.33,5,3,2,Medium,1.0,0.58,9,11.6,0,1,1,1
13,661,8,devops,0.5,7,5,7,High,0.52,0.84,10,11.2,0,2,1,1
22,662,2,sql,0.28,2,1,1,Low,0.8,0.48,4,4.7,1,0,0,1
3,663,6,sql,0.63,7,1,2,High,0.81,0.79,4,4.1,1,0,0,1
3,664,5,testing,0.47,1,5,7,Critical,0.59,0.63,20,20.6,1,1,1,5
1,665,8,python,0.65,7,8,8,Medium,0.87,0.91,32,44.7,0,2,1,1
18,666,5,devops,0.44,1,2,3,High,0.54,0.59,4,6.3,0,0,0,1
4,667,1,java,0.67,5,8,10,Low,0.84,0.71,24,33.8,0,2,0,4
24,668,12,devops,0.57,8,3,3,Critical,0.66,0.83,12,14.2,0,1,0,0
5,669,3,python,0.27,2,2,3,Medium,0.5,0.52,4,5.0,1,0,0,2
6,670,11,testing,0.36,6,8,7,Critical,0.64,0.69,32,44.8,0,2,1,6
10,671,11,java,0.65,6,3,2,Medium,0.27,0.99,12,17.0,1,1,0,3
19,672,8,react,0.29,7,3,3,Medium,0.69,0.64,6,6.3,0,1,0,1
20,673,2,python,0.53,2,3,5,Critical,0.33,0.7,9,13.9,0,1,0,0
22,674,5,devops,0.44,1,8,8,High,0.67,0.64,24,35.8,0,1,0,1
6,675,1,react,0.45,5,2,2,Critical,0.63,0.67,6,4.5,1,0,0,2
12,676,3,devops,0.39,2,13,10,Critical,0.74,0.59,39,54.9,0,2,0,5
12,677,13,react,0.49,2,5,4,Medium,0.68,0.5,20,27.6,0,1,1,0
3,678,14,react,0.55,6,2,2,High,0.63,0.73,8,9.8,0,0,0,1
24,679,2,java,0.47,2,8,7,Critical,0.3,0.67,32,43.1,0,3,2,4
2,680,9,react,0.65,4,8,10,Medium,0.69,0.65,24,28.2,0,0,0,1
8,681,15,testing,0.33,1,8,9,Medium,0.88,0.51,24,30.0,0,4,0,6
13,682,6,sql,0.63,7,1,1,Medium,0.46,0.8,4,2.7,1,0,0,1
5,683,8,python,0.65,7,2,2,Critical,0.73,0.71,6,5.9,1,1,0,2
2,684,4,testing,0.41,1,5,5,Low,0.46,0.52,15,21.5,0,0,0,2
8,685,1,devops,0.56,5,2,3,Critical,0.55,0.75,6,7.4,1,1,0,2
15,686,15,java,0.6,1,1,2,Low,0.61,0.64,4,5.4,0,0,0,0
24,687,5,sql,0.35,1,8,8,Critical,0.59,0.52,32,44.4,0,1,0,1
12,688,10,devops,0.4,2,1,2,Critical,0.82,0.44,2,1.7,1,0,0,1
17,689,7,react,0.13,5,3,5,Critical,0.74,0.57,12,18.0,0,1,0,2
17,690,15,python,0.56,1,5,5,Medium,0.61,0.58,10,12.8,0,0,0,0
21,691,5,python,0.56,1,2,2,Medium,0.63,0.59,6,8.4,0,0,0,1
22,692,4,spring,0.52,1,3,2,Critical,0.87,0.48,12,14.6,1,0,0,3
16,693,8,python,0.65,7,8,8,Critical,0.74,0.86,16,11.9,1,0,0,8
8,694,1,python,0.33,5,8,8,Medium,0.57,0.71,32,28.5,1,1,0,8
17,695,1,sql,0.31,5,2,1,Medium,0.52,0.73,6,6.9,1,0,0,2
6,696,9,spring,0.5,4,8,7,High,0.9,0.63,16,19.7,1,0,0,8
7,697,8,sql,0.44,7,5,7,Medium,0.45,0.75,10,13.2,0,1,0,1
20,698,3,testing,0.82,2,8,8,High,0.55,0.74,16,21.6,0,0,0,2
15,699,10,sql,0.5,2,1,1,Critical,0.61,0.63,3,4.9,0,0,0,0
4,700,1,python,0.33,5,8,10,Medium,0.57,0.63,32,36.9,0,4,1,6
6,701,8,sql,0.44,7,8,7,Low,0.38,0.83,16,16.7,1,1,0,8
16,702,11,python,0.58,6,8,7,Critical,0.78,0.7,32,32.6,0,2,1,1
12,703,14,java,0.5,6,13,10,Medium,0.49,0.65,39,51.5,0,2,1,0
25,704,7,react,0.13,5,8,7,Critical,0.55,0.62,16,20.5,0,4,3,3
16,705,13,python,0.27,2,1,2,Critical,0.83,0.56,3,4.4,0,1,0,0
1,706,12,devops,0.57,8,1,1,Low,0.63,0.8,3,4.9,0,0,0,0
23,707,13,react,0.49,2,5,6,Low,0.59,0.65,10,12.2,0,0,0,1
21,708,10,react,0.8,2,3,5,High,0.63,0.82,12,11.8,1,0,0,3
9,709,11,spring,0.83,6,2,4,Critical,0.75,0.94,4,4.2,1,0,0,2
12,710,9,sql,0.28,4,5,6,High,0.79,0.5,20,22.8,0,3,1,2
25,711,12,spring,0.32,8,13,10,Low,0.68,0.76,52,77.3,0,3,1,9
15,712,13,devops,0.43,2,2,1,Medium,0.55,0.61,8,10.3,0,0,0,0
11,713,13,sql,0.52,2,8,7,Medium,0.51,0.61,24,22.1,0,1,1,7
3,714,14,python,0.24,6,5,7,Low,0.67,0.62,10,13.0,0,1,0,2
8,715,6,java,0.17,7,8,7,Critical,0.42,0.77,24,26.5,1,1,0,8
20,716,11,sql,0.1,6,3,2,Medium,0.76,0.46,12,14.6,0,1,1,1
15,717,1,python,0.33,5,13,10,Medium,0.99,0.59,26,38.7,0,0,0,0
20,718,9,sql,0.28,4,13,10,Medium,0.58,0.56,52,89.1,0,1,0,12
12,719,4,devops,0.18,1,1,1,Low,0.88,0.44,3,4.1,0,1,1,0
12,720,11,spring,0.83,6,5,5,Low,0.42,0.92,20,31.9,0,0,0,4
3,721,9,react,0.65,4,13,10,High,0.95,0.7,39,24.4,1,2,0,13
8,722,10,python,0.47,2,5,7,Low,0.63,0.56,15,15.7,0,2,0,3
14,723,9,java,0.22,4,8,7,High,0.57,0.47,24,32.5,0,0,0,6
17,724,5,sql,0.35,1,8,9,Critical,0.76,0.49,24,31.1,1,2,0,8
19,725,8,testing,0.74,7,2,3,Critical,0.71,0.85,8,8.7,1,0,0,2
15,726,15,sql,0.55,1,1,3,Low,0.51,0.62,3,2.7,1,0,0,1
3,727,7,devops,0.51,5,2,2,High,0.76,0.64,6,6.2,1,0,0,2
12,728,9,sql,0.28,4,1,2,Medium,0.86,0.54,3,2.7,1,1,0,1
3,729,7,devops,0.51,5,13,10,Low,0.63,0.62,52,59.3,1,0,0,13
6,730,8,react,0.29,7,3,3,High,0.69,0.66,6,9.8,0,0,0,0
22,731,15,python,0.56,1,5,5,Medium,0.79,0.53,20,16.8,0,0,0,3
9,732,4,python,0.36,1,2,2,High,0.81,0.5,4,4.2,0,0,0,1
4,733,15,java,0.6,1,13,10,Low,0.7,0.65,52,78.3,1,0,0,13
2,734,14,spring,0.29,6,3,4,Critical,0.9,0.53,12,13.0,1,1,0,3
9,735,8,python,0.65,7,8,9,Critical,0.69,0.89,16,17.3,1,2,1,8
25,736,10,python,0.47,2,1,3,Critical,0.7,0.63,4,3.3,1,1,1,1
2,737,9,react,0.65,4,5,5,Critical,0.54,0.69,10,11.9,1,1,0,5
23,738,9,spring,0.5,4,3,2,Low,0.75,0.59,12,11.2,1,0,0,3
7,739,7,sql,0.53,5,1,2,High,0.29,0.75,4,3.8,1,1,0,1
9,740,3,sql,0.46,2,3,3,High,0.58,0.61,9,11.1,1,1,0,3
20,741,6,react,0.1,7,2,4,Critical,0.61,0.65,4,5.5,0,2,0,0
23,742,13,react,0.49,2,3,5,High,0.68,0.62,9,12.0,0,1,0,2
19,743,3,sql,0.46,2,13,10,Low,0.69,0.62,52,64.7,0,0,0,8
8,744,9,spring,0.5,4,5,5,Medium,0.47,0.65,20,31.9,0,2,1,3
16,745,13,java,0.48,2,2,4,Critical,0.81,0.57,4,6.4,0,0,0,0
16,746,5,react,0.26,1,8,7,Critical,0.53,0.45,16,26.1,0,2,1,5
2,747,4,testing,0.41,1,3,5,Low,0.37,0.58,9,5.9,1,1,0,3
24,748,6,react,0.1,7,3,4,High,0.67,0.57,9,12.6,0,2,1,2
14,749,2,react,0.43,2,13,10,Medium,0.45,0.58,39,64.3,0,0,0,7
11,750,11,sql,0.1,6,5,7,Low,0.6,0.58,15,20.1,0,3,2,0
10,751,8,devops,0.5,7,2,2,High,0.71,0.78,6,9.9,0,1,0,0
3,752,2,python,0.53,2,3,3,High,0.23,0.66,9,11.3,0,1,0,0
10,753,12,react,0.3,8,8,10,High,0.69,0.71,24,29.2,0,5,1,2
24,754,10,sql,0.5,2,5,7,Medium,0.69,0.67,10,10.0,1,1,0,5
1,755,3,devops,0.39,2,2,3,Low,0.74,0.53,4,4.6,1,0,0,2
6,756,7,java,0.33,5,1,1,Critical,0.62,0.71,4,3.7,1,1,0,1
2,757,1,testing,0.84,5,5,4,Low,0.48,0.86,15,15.8,1,0,0,5
20,758,3,java,0.1,2,13,10,High,0.48,0.53,26,32.9,0,3,1,9
24,759,5,spring,0.63,1,13,10,Medium,0.71,0.6,52,69.6,0,0,0,10
1,760,1,devops,0.56,5,3,4,Critical,0.62,0.78,9,8.3,0,1,1,0
9,761,9,spring,0.5,4,2,2,Critical,0.56,0.74,8,8.5,0,1,0,0
17,762,11,devops,0.47,6,8,9,High,0.34,0.75,24,33.5,0,1,0,4
3,763,8,react,0.29,7,3,5,High,0.45,0.71,6,5.3,1,0,0,3
10,764,1,java,0.67,5,8,8,High,0.34,0.82,24,22.9,1,2,1,8
16,765,9,java,0.22,4,13,10,Critical,0.55,0.62,39,39.6,0,0,0,12
25,766,7,testing,0.4,5,3,3,Low,0.59,0.67,12,16.0,1,1,1,3
12,767,4,spring,0.52,1,8,10,Critical,0.56,0.62,16,16.4,0,2,0,5
23,768,12,devops,0.57,8,5,7,Medium,1.0,0.77,15,20.0,1,1,1,5
3,769,7,devops,0.51,5,2,3,High,0.73,0.62,8,12.8,0,0,0,0
14,770,4,testing,0.41,1,1,1,Medium,0.5,0.47,3,4.8,0,0,0,0
21,771,8,sql,0.44,7,5,6,Critical,0.64,0.71,10,11.3,1,1,0,5
11,772,1,python,0.33,5,1,1,Medium,0.2,0.73,2,3.1,0,0,0,0
9,773,3,devops,0.39,2,5,4,Medium,0.69,0.57,10,15.4,0,1,0,3
1,774,8,python,0.65,7,3,5,High,0.24,0.84,9,13.4,0,1,0,1
15,775,12,testing,0.27,8,1,2,Low,0.6,0.72,2,2.0,0,0,0,0
9,776,13,spring,0.65,2,1,3,Medium,0.37,0.65,2,1.3,1,0,0,1
9,777,14,spring,0.29,6,1,1,Medium,0.63,0.65,3,4.2,0,0,0,0
8,778,12,java,0.56,8,2,4,Low,0.79,0.74,8,9.7,0,1,0,1
16,779,7,devops,0.51,5,3,4,Medium,0.69,0.78,12,13.3,1,1,0,3
24,780,1,devops,0.56,5,8,7,High,0.62,0.79,24,29.2,1,1,0,8
21,781,5,python,0.56,1,3,2,Medium,0.38,0.6,6,5.1,1,0,0,3
8,782,11,spring,0.83,6,3,2,Medium,0.54,0.82,9,8.0,1,0,0,3
19,783,2,spring,0.28,2,2,1,Low,0.78,0.51,8,8.3,0,0,0,0
23,784,10,python,0.47,2,3,2,Medium,0.9,0.51,6,6.2,1,0,0,3
16,785,2,devops,0.64,2,8,9,Low,0.59,0.74,16,18.5,0,1,1,2
21,786,3,devops,0.39,2,8,7,Medium,0.57,0.49,24,35.3,0,2,1,4
11,787,9,testing,0.43,4,13,10,Critical,0.44,0.7,52,64.2,0,1,0,9
1,788,12,spring,0.32,8,3,3,High,0.8,0.61,6,10.2,0,1,0,1
23,789,8,sql,0.44,7,3,5,Medium,0.83,0.71,12,8.6,1,0,0,3
6,790,9,react,0.65,4,3,5,High,0.44,0.72,12,12.9,1,0,0,3
18,791,3,java,0.1,2,8,8,Critical,0.78,0.46,24,35.3,0,4,2,3
18,792,6,spring,0.15,7,1,3,Medium,0.98,0.62,2,2.5,0,1,0,0
25,793,10,python,0.47,2,3,2,Critical,0.66,0.51,6,7.5,0,0,0,0
22,794,8,testing,0.74,7,8,8,High,0.56,0.89,24,13.8,1,0,0,8
14,795,11,react,0.59,6,1,1,Low,1.0,0.72,2,2.8,0,0,0,0
6,796,14,java,0.5,6,2,1,Critical,0.58,0.71,4,4.1,1,0,0,2
4,797,1,sql,0.31,5,13,10,Critical,0.76,0.63,52,65.2,0,4,1,3
23,798,10,react,0.8,2,1,2,Medium,0.71,0.72,4,4.8,1,0,0,1
23,799,2,java,0.47,2,2,4,Low,0.82,0.6,6,9.3,0,0,0,1
12,800,9,devops,0.32,4,5,6,Low,0.55,0.61,20,28.9,0,1,0,2
17,801,1,devops,0.56,5,1,2,Low,0.81,0.65,2,1.8,0,0,0,0
4,802,12,python,0.36,8,8,10,Medium,0.52,0.76,16,20.6,0,2,1,4
19,803,11,python,0.58,6,8,10,Low,0.25,0.89,32,37.4,1,1,0,8
19,804,6,devops,0.46,7,5,7,Low,0.59,0.76,10,10.3,0,0,0,3
18,805,7,sql,0.53,5,3,3,Critical,0.25,0.75,9,10.1,1,1,1,3
11,806,9,react,0.65,4,3,5,Critical,0.71,0.64,12,13.2,1,0,0,3
11,807,10,python,0.47,2,8,8,Critical,0.77,0.49,32,38.8,0,0,0,3
12,808,8,spring,0.25,7,5,4,Low,0.42,0.71,15,18.1,1,0,0,5
20,809,1,sql,0.31,5,2,3,Low,0.7,0.68,6,6.3,1,1,0,2
8,810,4,testing,0.41,1,3,2,High,0.78,0.6,12,18.0,0,0,0,0
18,811,10,sql,0.5,2,2,1,Low,0.86,0.62,6,8.6,0,0,0,0
5,812,3,react,0.2,2,3,3,Medium,0.99,0.5,9,13.5,0,0,0,1
3,813,10,spring,0.34,2,8,8,Low,0.74,0.51,32,47.6,0,1,1,2
16,814,3,spring,0.4,2,13,10,High,0.66,0.55,26,22.0,1,1,0,13
24,815,13,sql,0.52,2,5,4,Low,0.75,0.63,15,18.7,0,1,0,2
14,816,7,testing,0.4,5,1,1,Low,0.43,0.73,4,4.6,1,0,0,1
25,817,11,spring,0.83,6,1,2,Low,0.95,0.71,3,3.4,0,0,0,0
11,818,9,devops,0.32,4,2,2,Low,0.81,0.48,8,7.7,1,1,0,2
24,819,7,spring,0.49,5,8,7,Medium,0.72,0.72,24,25.1,1,3,1,8
10,820,13,spring,0.65,2,2,2,High,0.68,0.69,4,3.6,1,0,0,2
16,821,10,devops,0.4,2,1,3,High,0.48,0.59,2,2.4,0,0,0,0
17,822,7,testing,0.4,5,13,10,Medium,0.44,0.72,39,35.6,1,3,1,13
18,823,4,spring,0.52,1,5,5,Medium,0.84,0.62,10,15.6,0,1,0,4
9,824,13,spring,0.65,2,3,2,Low,0.83,0.64,12,17.3,0,0,0,1
14,825,6,react,0.1,7,2,3,High,0.49,0.66,8,7.1,1,2,1,2
21,826,1,testing,0.84,5,3,3,High,0.92,0.73,12,8.1,1,0,0,3
15,827,10,python,0.47,2,5,4,Medium,0.54,0.64,10,11.1,1,0,0,5
22,828,6,python,0.63,7,13,10,Low,0.69,0.84,52,78.4,0,0,0,12
8,829,10,python,0.47,2,3,2,High,0.48,0.58,12,17.0,0,0,0,2
10,830,8,spring,0.25,7,1,2,Medium,0.94,0.54,4,4.6,1,1,0,1
18,831,4,python,0.36,1,8,9,Critical,0.55,0.58,32,36.1,0,4,1,5
23,832,12,devops,0.57,8,1,3,Low,0.58,0.85,3,3.7,0,0,0,0
2,833,5,python,0.56,1,13,10,Low,0.6,0.58,39,51.1,0,3,1,2
1,834,2,spring,0.28,2,13,10,High,0.44,0.54,26,32.4,0,0,0,12
10,835,14,devops,0.39,6,5,5,Critical,0.8,0.68,20,23.5,0,1,1,4
11,836,8,testing,0.74,7,8,7,Medium,0.97,0.79,16,20.3,0,1,0,0
18,837,15,devops,0.23,1,1,1,Medium,0.46,0.53,4,3.8,0,0,0,0
11,838,8,spring,0.25,7,13,10,Low,0.9,0.61,39,51.1,0,4,2,2
12,839,6,devops,0.46,7,3,3,High,0.82,0.67,6,5.7,1,0,0,3
21,840,5,spring,0.63,1,1,2,Medium,0.52,0.62,2,2.7,0,0,0,0
13,841,11,python,0.58,6,1,3,Medium,0.29,0.89,3,2.7,1,0,0,1
8,842,10,python,0.47,2,5,6,High,0.44,0.75,15,20.2,0,2,1,0
5,843,4,devops,0.18,1,2,2,Medium,0.63,0.41,6,8.9,0,1,0,1
14,844,15,testing,0.33,1,2,2,High,0.77,0.43,4,4.3,0,1,0,1
6,845,6,testing,0.63,7,2,1,High,0.55,0.8,6,2.9,1,0,0,2
14,846,5,spring,0.63,1,13,10,Medium,0.65,0.64,26,38.9,0,2,1,11
5,847,3,java,0.1,2,8,9,Medium,0.67,0.48,32,52.5,0,1,0,4
8,848,11,java,0.65,6,3,2,Critical,0.7,0.78,6,6.0,1,0,0,3
17,849,14,sql,0.38,6,5,6,Medium,0.76,0.65,15,12.5,1,2,1,5
16,850,8,python,0.65,7,2,2,Medium,0.53,0.87,4,4.5,1,0,0,2
14,851,13,java,0.48,2,3,5,Medium,0.62,0.57,12,16.3,0,1,0,0
7,852,13,python,0.27,2,1,1,Critical,0.48,0.56,4,5.7,0,0,0,0
23,853,6,testing,0.63,7,5,5,Critical,0.46,0.88,15,23.2,0,1,0,4
20,854,12,testing,0.27,8,5,6,Critical,0.44,0.69,20,32.3,0,2,0,0
20,855,9,sql,0.28,4,13,10,Low,0.52,0.56,39,46.0,0,1,0,5
2,856,15,python,0.56,1,8,10,Low,0.42,0.58,32,37.5,1,1,0,8
13,857,9,testing,0.43,4,13,10,Medium,0.74,0.66,39,47.9,1,3,1,13
15,858,7,react,0.13,5,3,5,Medium,0.88,0.49,9,13.1,0,1,1,1
20,859,15,java,0.6,1,13,10,Critical,0.63,0.67,52,69.8,0,0,0,5
3,860,12,sql,0.65,8,1,1,Medium,0.74,0.87,3,3.2,1,0,0,1
14,861,6,spring,0.15,7,1,1,Critical,0.71,0.73,4,6.3,0,0,0,0
15,862,2,react,0.43,2,3,3,Low,0.66,0.57,6,9.2,0,0,0,2
23,863,8,devops,0.5,7,3,2,Critical,0.74,0.74,12,5.2,1,1,0,3
17,864,10,python,0.47,2,5,7,Low,0.63,0.68,10,8.1,1,3,1,5
11,865,10,testing,0.5,2,13,10,Medium,0.74,0.56,26,35.3,0,1,1,10
25,866,12,java,0.56,8,5,6,High,0.2,0.89,20,27.5,0,1,0,1
10,867,11,python,0.58,6,1,1,Medium,0.45,0.85,2,2.6,0,0,0,0
1,868,8,spring,0.25,7,5,4,Critical,0.76,0.63,10,9.0,1,1,0,5
7,869,10,devops,0.4,2,5,7,Critical,0.7,0.53,15,22.2,0,1,0,4
20,870,10,java,0.42,2,2,3,Medium,0.7,0.62,4,3.1,1,1,1,2
6,871,3,java,0.1,2,13,10,Low,0.6,0.46,26,30.5,0,7,3,12
22,872,10,testing,0.5,2,8,9,High,0.66,0.64,16,21.5,0,2,1,7
4,873,7,python,0.55,5,2,3,Medium,0.87,0.7,6,6.3,1,0,0,2
24,874,10,react,0.8,2,1,1,High,0.38,0.79,3,2.9,0,0,0,0
13,875,14,java,0.5,6,5,4,High,0.62,0.73,15,15.7,1,1,0,5
5,876,2,devops,0.64,2,3,4,Critical,0.64,0.66,12,11.8,0,1,1,2
23,877,4,sql,0.62,1,1,1,Low,0.78,0.54,3,2.6,1,0,0,1
24,878,12,sql,0.65,8,13,10,Critical,0.77,0.79,52,65.4,1,1,0,13
11,879,5,sql,0.35,1,8,9,Medium,0.57,0.57,32,27.4,1,4,1,8
19,880,8,sql,0.44,7,13,10,Critical,0.59,0.79,26,38.0,0,1,0,3
8,881,12,react,0.3,8,2,1,Low,0.6,0.68,4,4.0,1,1,1,2
15,882,11,testing,0.36,6,1,1,Critical,0.77,0.65,3,4.5,0,0,0,0
11,883,6,sql,0.63,7,13,10,Low,0.46,0.89,52,40.9,1,0,0,13
7,884,12,react,0.3,8,3,2,High,0.66,0.79,9,8.2,1,0,0,3
17,885,9,react,0.65,4,1,1,High,0.51,0.71,3,3.0,1,0,0,1
13,886,12,sql,0.65,8,8,7,Medium,0.68,0.88,16,15.3,0,0,0,2
11,887,15,devops,0.23,1,5,7,Low,0.55,0.46,20,28.7,0,2,1,3
16,888,3,devops,0.39,2,5,6,Critical,0.67,0.6,15,22.6,0,0,0,4
17,889,5,sql,0.35,1,13,10,Low,0.82,0.47,26,31.2,0,2,0,3
22,890,6,testing,0.63,7,3,2,Medium,0.2,0.87,9,12.4,0,0,0,2
11,891,7,devops,0.51,5,8,8,Critical,0.56,0.87,16,25.5,0,1,0,6
25,892,5,devops,0.44,1,3,2,High,0.81,0.45,9,7.9,1,0,0,3
3,893,8,python,0.65,7,3,5,High,0.82,0.85,6,9.6,0,1,0,0
10,894,3,java,0.1,2,3,2,Medium,0.57,0.43,6,7.3,0,1,0,1
17,895,1,testing,0.84,5,5,5,Medium,0.94,0.75,15,11.7,1,0,0,5
16,896,12,testing,0.27,8,8,9,High,0.6,0.66,16,23.5,0,1,0,6
17,897,11,python,0.58,6,2,1,Critical,0.76,0.7,6,7.7,0,0,0,1
1,898,5,java,0.51,1,13,10,High,0.5,0.6,39,49.0,0,2,1,12
4,899,9,testing,0.43,4,13,10,Low,0.89,0.54,52,72.2,0,4,2,0
10,900,11,python,0.58,6,3,3,Medium,0.81,0.76,9,14.8,0,1,0,1
18,901,6,testing,0.63,7,5,4,High,0.7,0.83,10,12.6,0,0,0,3
9,902,2,java,0.47,2,8,7,Medium,0.56,0.56,32,38.3,1,2,1,8
12,903,9,react,0.65,4,3,3,High,0.26,0.77,12,13.2,1,1,0,3
8,904,3,java,0.1,2,3,4,Critical,0.72,0.44,6,7.1,1,1,1,3
5,905,1,spring,0.58,5,13,10,Low,0.4,0.78,39,47.5,0,2,0,12
3,906,7,spring,0.49,5,2,4,High,0.83,0.65,6,6.3,1,1,0,2
11,907,14,python,0.24,6,13,10,Critical,0.88,0.61,52,57.2,0,3,2,10
3,908,14,testing,0.64,6,13,10,Low,0.45,0.81,39,38.1,1,3,2,13
10,909,11,devops,0.47,6,13,10,Critical,0.71,0.68,26,34.0,0,1,1,9
5,910,14,sql,0.38,6,3,4,Critical,0.52,0.56,6,7.0,0,1,0,0
22,911,6,testing,0.63,7,3,5,Critical,0.27,0.94,6,6.1,1,1,0,3
3,912,8,java,0.34,7,3,5,Critical,0.48,0.68,6,8.7,0,2,0,1
25,913,6,sql,0.63,7,8,8,Low,0.94,0.78,24,42.7,0,1,0,6
11,914,9,devops,0.32,4,1,2,Critical,0.49,0.5,3,3.4,1,0,0,1
19,915,7,python,0.55,5,8,8,Medium,1.0,0.65,24,30.4,0,1,0,1
3,916,6,python,0.63,7,13,10,Critical,0.89,0.84,52,63.3,0,1,1,0
11,917,9,devops,0.32,4,2,2,Low,0.62,0.68,8,9.1,1,1,0,2
23,918,10,testing,0.5,2,5,4,Critical,0.79,0.6,15,14.6,0,2,1,0
4,919,14,spring,0.29,6,2,3,Critical,1.0,0.59,4,3.5,1,1,0,2
20,920,2,devops,0.64,2,8,10,High,0.32,0.77,24,29.6,1,2,0,8
21,921,11,java,0.65,6,1,1,Medium,0.65,0.83,4,5.8,0,0,0,0
25,922,3,devops,0.39,2,2,4,High,0.57,0.58,6,8.4,1,1,1,2
20,923,10,spring,0.34,2,2,2,High,0.53,0.59,6,4.2,1,0,0,2
19,924,13,devops,0.43,2,3,5,High,0.65,0.49,6,9.3,0,2,1,0
1,925,10,sql,0.5,2,5,5,High,0.62,0.63,10,9.5,1,2,0,5
12,926,15,sql,0.55,1,1,1,High,0.67,0.5,2,2.7,0,0,0,0
1,927,4,spring,0.52,1,13,10,High,0.57,0.59,52,57.6,0,4,2,6
13,928,7,spring,0.49,5,8,8,Medium,0.71,0.69,24,27.3,0,3,2,5
7,929,9,spring,0.5,4,3,5,Medium,0.61,0.71,9,9.6,0,2,1,0
5,930,3,java,0.1,2,1,1,Medium,0.93,0.41,4,4.7,0,0,0,0
22,931,7,python,0.55,5,1,1,Critical,0.67,0.77,3,5.3,0,0,0,0
20,932,3,spring,0.4,2,8,10,Critical,0.87,0.55,24,24.5,0,4,1,2
8,933,3,spring,0.4,2,8,7,Critical,0.52,0.52,32,41.8,1,1,0,8
8,934,12,sql,0.65,8,3,5,High,0.71,0.85,6,5.2,1,1,1,3
2,935,10,spring,0.34,2,13,10,Low,0.66,0.6,52,74.9,0,5,2,5
23,936,2,python,0.53,2,13,10,Critical,0.66,0.66,52,42.0,1,2,1,13
3,937,9,sql,0.28,4,1,1,Critical,0.66,0.58,4,4.4,0,0,0,0
22,938,11,sql,0.1,6,8,9,Low,0.78,0.63,24,26.4,0,6,1,7
16,939,8,sql,0.44,7,5,6,Critical,0.57,0.74,15,14.8,1,2,0,5
10,940,5,python,0.56,1,1,2,High,0.64,0.57,2,2.1,1,1,0,1
21,941,8,sql,0.44,7,2,1,High,0.67,0.76,8,8.7,1,0,0,2
20,942,1,react,0.45,5,5,4,Medium,0.57,0.67,20,17.9,1,0,0,5
3,943,14,testing,0.64,6,3,4,Medium,0.75,0.83,12,15.3,0,1,1,1
9,944,14,react,0.55,6,1,1,Medium,0.79,0.67,4,7.0,0,0,0,0
22,945,8,react,0.29,7,2,3,Medium,0.5,0.66,6,8.1,0,1,0,1
17,946,14,java,0.5,6,3,2,Medium,0.3,0.75,12,11.8,1,1,0,3
5,947,14,spring,0.29,6,5,7,Medium,0.65,0.62,20,26.5,0,4,1,1
24,948,11,python,0.58,6,2,3,Low,0.47,0.76,8,10.2,0,1,0,0
